id,Exited
47859,0
47860,0
47861,0
47862,0
47863,0
47864,0
47865,0
47866,1
47867,0
47868,0
47869,0
47870,0
47871,0
47872,0
47873,0
47874,0
47875,0
47876,0
47877,1
47878,0
47879,0
47880,1
47881,0
47882,0
47883,0
47884,0
47885,0
47886,1
47887,0
47888,1
47889,0
47890,0
47891,1
47892,0
47893,0
47894,0
47895,0
47896,0
47897,0
47898,1
47899,1
47900,0
47901,0
47902,1
47903,0
47904,0
47905,0
47906,0
47907,1
47908,0
47909,0
47910,0
47911,0
47912,0
47913,0
47914,0
47915,0
47916,0
47917,0
47918,0
47919,0
47920,0
47921,1
47922,0
47923,0
47924,0
47925,0
47926,0
47927,0
47928,0
47929,0
47930,0
47931,1
47932,0
47933,0
47934,0
47935,0
47936,0
47937,1
47938,0
47939,0
47940,0
47941,0
47942,0
47943,0
47944,1
47945,0
47946,0
47947,0
47948,1
47949,0
47950,0
47951,0
47952,0
47953,0
47954,0
47955,0
47956,0
47957,0
47958,0
47959,0
47960,0
47961,0
47962,0
47963,0
47964,1
47965,1
47966,1
47967,0
47968,0
47969,1
47970,0
47971,0
47972,1
47973,0
47974,0
47975,0
47976,1
47977,1
47978,0
47979,0
47980,0
47981,0
47982,0
47983,0
47984,0
47985,0
47986,0
47987,0
47988,0
47989,1
47990,0
47991,0
47992,1
47993,0
47994,1
47995,1
47996,0
47997,1
47998,1
47999,0
48000,0
48001,0
48002,0
48003,0
48004,1
48005,0
48006,0
48007,0
48008,0
48009,0
48010,1
48011,0
48012,0
48013,0
48014,0
48015,1
48016,0
48017,0
48018,0
48019,0
48020,1
48021,0
48022,1
48023,1
48024,0
48025,0
48026,0
48027,0
48028,0
48029,0
48030,0
48031,0
48032,0
48033,0
48034,0
48035,0
48036,0
48037,0
48038,0
48039,0
48040,0
48041,0
48042,0
48043,0
48044,0
48045,0
48046,1
48047,0
48048,0
48049,0
48050,0
48051,1
48052,0
48053,0
48054,0
48055,1
48056,1
48057,1
48058,0
48059,1
48060,0
48061,0
48062,0
48063,1
48064,0
48065,1
48066,0
48067,0
48068,1
48069,1
48070,0
48071,1
48072,0
48073,0
48074,0
48075,0
48076,0
48077,0
48078,0
48079,0
48080,0
48081,0
48082,1
48083,1
48084,0
48085,0
48086,0
48087,1
48088,1
48089,1
48090,1
48091,0
48092,0
48093,1
48094,0
48095,0
48096,0
48097,0
48098,0
48099,0
48100,0
48101,1
48102,0
48103,0
48104,0
48105,0
48106,0
48107,1
48108,1
48109,1
48110,0
48111,0
48112,1
48113,0
48114,0
48115,0
48116,0
48117,0
48118,0
48119,0
48120,0
48121,0
48122,0
48123,1
48124,0
48125,0
48126,0
48127,0
48128,0
48129,1
48130,1
48131,1
48132,0
48133,0
48134,0
48135,1
48136,0
48137,1
48138,1
48139,0
48140,0
48141,1
48142,0
48143,0
48144,0
48145,0
48146,0
48147,0
48148,0
48149,1
48150,0
48151,0
48152,0
48153,0
48154,0
48155,1
48156,0
48157,0
48158,0
48159,0
48160,1
48161,0
48162,0
48163,1
48164,0
48165,1
48166,1
48167,0
48168,0
48169,0
48170,0
48171,0
48172,0
48173,0
48174,0
48175,0
48176,0
48177,0
48178,0
48179,1
48180,1
48181,0
48182,0
48183,1
48184,0
48185,0
48186,0
48187,0
48188,0
48189,0
48190,1
48191,0
48192,1
48193,0
48194,0
48195,1
48196,1
48197,0
48198,0
48199,0
48200,0
48201,0
48202,1
48203,0
48204,0
48205,0
48206,0
48207,1
48208,0
48209,0
48210,0
48211,0
48212,0
48213,0
48214,0
48215,0
48216,0
48217,0
48218,0
48219,0
48220,1
48221,1
48222,0
48223,0
48224,0
48225,0
48226,0
48227,0
48228,0
48229,1
48230,0
48231,0
48232,0
48233,1
48234,0
48235,1
48236,0
48237,0
48238,0
48239,0
48240,0
48241,0
48242,0
48243,1
48244,0
48245,0
48246,1
48247,0
48248,0
48249,0
48250,0
48251,0
48252,0
48253,0
48254,1
48255,0
48256,0
48257,0
48258,1
48259,1
48260,0
48261,0
48262,1
48263,0
48264,0
48265,0
48266,1
48267,0
48268,0
48269,0
48270,0
48271,0
48272,0
48273,0
48274,1
48275,0
48276,0
48277,0
48278,0
48279,0
48280,0
48281,0
48282,0
48283,1
48284,0
48285,0
48286,0
48287,0
48288,0
48289,0
48290,0
48291,0
48292,0
48293,0
48294,0
48295,1
48296,0
48297,0
48298,1
48299,1
48300,0
48301,0
48302,0
48303,0
48304,0
48305,0
48306,0
48307,0
48308,0
48309,1
48310,1
48311,0
48312,1
48313,1
48314,0
48315,0
48316,0
48317,0
48318,0
48319,0
48320,0
48321,0
48322,0
48323,0
48324,1
48325,0
48326,0
48327,0
48328,1
48329,0
48330,0
48331,0
48332,0
48333,1
48334,0
48335,0
48336,0
48337,0
48338,0
48339,0
48340,0
48341,0
48342,1
48343,0
48344,0
48345,0
48346,0
48347,0
48348,0
48349,1
48350,0
48351,1
48352,0
48353,0
48354,0
48355,0
48356,0
48357,0
48358,0
48359,0
48360,1
48361,1
48362,0
48363,0
48364,0
48365,0
48366,0
48367,0
48368,0
48369,0
48370,0
48371,0
48372,1
48373,0
48374,0
48375,0
48376,0
48377,1
48378,1
48379,0
48380,0
48381,0
48382,1
48383,0
48384,0
48385,1
48386,0
48387,1
48388,0
48389,0
48390,0
48391,0
48392,1
48393,0
48394,0
48395,0
48396,0
48397,0
48398,0
48399,0
48400,0
48401,1
48402,0
48403,0
48404,1
48405,0
48406,0
48407,1
48408,1
48409,0
48410,1
48411,0
48412,0
48413,0
48414,1
48415,0
48416,1
48417,0
48418,0
48419,0
48420,0
48421,0
48422,0
48423,0
48424,0
48425,1
48426,0
48427,0
48428,1
48429,0
48430,0
48431,0
48432,0
48433,0
48434,1
48435,0
48436,0
48437,0
48438,0
48439,0
48440,1
48441,1
48442,1
48443,1
48444,0
48445,0
48446,0
48447,0
48448,0
48449,1
48450,1
48451,1
48452,0
48453,1
48454,1
48455,0
48456,0
48457,0
48458,0
48459,1
48460,0
48461,0
48462,0
48463,0
48464,0
48465,0
48466,1
48467,0
48468,1
48469,0
48470,0
48471,1
48472,1
48473,0
48474,0
48475,0
48476,0
48477,0
48478,1
48479,0
48480,0
48481,0
48482,0
48483,0
48484,0
48485,0
48486,0
48487,0
48488,0
48489,0
48490,0
48491,0
48492,0
48493,0
48494,0
48495,0
48496,0
48497,0
48498,0
48499,0
48500,0
48501,1
48502,1
48503,0
48504,0
48505,0
48506,0
48507,0
48508,1
48509,1
48510,0
48511,0
48512,0
48513,0
48514,0
48515,0
48516,1
48517,0
48518,0
48519,0
48520,0
48521,0
48522,0
48523,0
48524,1
48525,0
48526,1
48527,0
48528,0
48529,0
48530,1
48531,0
48532,0
48533,0
48534,0
48535,0
48536,0
48537,0
48538,0
48539,0
48540,0
48541,0
48542,0
48543,1
48544,0
48545,0
48546,1
48547,0
48548,0
48549,0
48550,0
48551,1
48552,1
48553,1
48554,1
48555,1
48556,0
48557,1
48558,0
48559,0
48560,0
48561,0
48562,0
48563,0
48564,0
48565,0
48566,1
48567,0
48568,0
48569,0
48570,1
48571,0
48572,0
48573,0
48574,0
48575,0
48576,0
48577,0
48578,0
48579,0
48580,1
48581,0
48582,0
48583,0
48584,1
48585,1
48586,0
48587,0
48588,0
48589,0
48590,0
48591,0
48592,0
48593,0
48594,0
48595,0
48596,0
48597,1
48598,0
48599,1
48600,0
48601,1
48602,0
48603,0
48604,0
48605,0
48606,0
48607,0
48608,1
48609,0
48610,0
48611,0
48612,1
48613,0
48614,0
48615,0
48616,1
48617,0
48618,0
48619,0
48620,0
48621,0
48622,0
48623,0
48624,0
48625,0
48626,0
48627,1
48628,0
48629,0
48630,0
48631,0
48632,0
48633,0
48634,1
48635,0
48636,0
48637,0
48638,0
48639,0
48640,1
48641,1
48642,1
48643,0
48644,0
48645,0
48646,0
48647,0
48648,0
48649,0
48650,0
48651,0
48652,1
48653,0
48654,0
48655,0
48656,0
48657,0
48658,0
48659,0
48660,0
48661,0
48662,1
48663,0
48664,0
48665,1
48666,0
48667,0
48668,1
48669,0
48670,1
48671,0
48672,0
48673,0
48674,1
48675,0
48676,0
48677,0
48678,0
48679,1
48680,0
48681,0
48682,0
48683,0
48684,0
48685,0
48686,0
48687,0
48688,1
48689,0
48690,1
48691,0
48692,1
48693,0
48694,0
48695,0
48696,0
48697,0
48698,1
48699,1
48700,0
48701,0
48702,0
48703,0
48704,0
48705,0
48706,0
48707,0
48708,0
48709,1
48710,0
48711,0
48712,0
48713,0
48714,0
48715,0
48716,1
48717,0
48718,0
48719,0
48720,0
48721,0
48722,0
48723,1
48724,0
48725,0
48726,0
48727,0
48728,0
48729,0
48730,0
48731,0
48732,0
48733,1
48734,0
48735,0
48736,0
48737,1
48738,0
48739,0
48740,1
48741,0
48742,0
48743,0
48744,0
48745,1
48746,1
48747,0
48748,0
48749,0
48750,0
48751,0
48752,1
48753,0
48754,0
48755,0
48756,1
48757,1
48758,0
48759,0
48760,0
48761,0
48762,0
48763,1
48764,0
48765,0
48766,0
48767,0
48768,0
48769,0
48770,0
48771,0
48772,0
48773,1
48774,0
48775,0
48776,1
48777,0
48778,0
48779,0
48780,0
48781,1
48782,1
48783,1
48784,0
48785,0
48786,0
48787,1
48788,0
48789,1
48790,0
48791,0
48792,0
48793,0
48794,1
48795,0
48796,0
48797,0
48798,0
48799,0
48800,1
48801,0
48802,0
48803,0
48804,0
48805,0
48806,0
48807,0
48808,0
48809,0
48810,1
48811,0
48812,0
48813,1
48814,0
48815,1
48816,1
48817,0
48818,0
48819,0
48820,0
48821,0
48822,0
48823,1
48824,0
48825,0
48826,0
48827,0
48828,0
48829,0
48830,0
48831,0
48832,0
48833,0
48834,0
48835,0
48836,0
48837,0
48838,0
48839,0
48840,0
48841,0
48842,0
48843,1
48844,0
48845,0
48846,0
48847,0
48848,0
48849,0
48850,0
48851,0
48852,0
48853,0
48854,0
48855,0
48856,0
48857,0
48858,0
48859,0
48860,0
48861,1
48862,1
48863,0
48864,0
48865,0
48866,0
48867,0
48868,0
48869,0
48870,0
48871,0
48872,0
48873,0
48874,0
48875,0
48876,0
48877,0
48878,0
48879,1
48880,0
48881,0
48882,1
48883,0
48884,0
48885,0
48886,1
48887,1
48888,0
48889,1
48890,0
48891,0
48892,0
48893,0
48894,0
48895,0
48896,0
48897,0
48898,0
48899,1
48900,0
48901,0
48902,0
48903,1
48904,0
48905,0
48906,0
48907,1
48908,0
48909,0
48910,0
48911,1
48912,0
48913,1
48914,0
48915,1
48916,0
48917,0
48918,0
48919,1
48920,0
48921,0
48922,0
48923,0
48924,0
48925,1
48926,0
48927,0
48928,0
48929,0
48930,0
48931,0
48932,0
48933,0
48934,0
48935,0
48936,0
48937,1
48938,0
48939,0
48940,0
48941,1
48942,0
48943,1
48944,0
48945,0
48946,1
48947,0
48948,0
48949,1
48950,0
48951,0
48952,0
48953,0
48954,0
48955,0
48956,0
48957,0
48958,0
48959,1
48960,0
48961,0
48962,0
48963,0
48964,0
48965,0
48966,0
48967,0
48968,0
48969,1
48970,0
48971,0
48972,1
48973,0
48974,0
48975,0
48976,0
48977,0
48978,0
48979,1
48980,1
48981,0
48982,0
48983,1
48984,0
48985,0
48986,1
48987,0
48988,0
48989,0
48990,1
48991,0
48992,0
48993,0
48994,0
48995,0
48996,0
48997,0
48998,0
48999,1
49000,0
49001,1
49002,1
49003,0
49004,1
49005,1
49006,0
49007,0
49008,0
49009,0
49010,0
49011,0
49012,0
49013,1
49014,0
49015,1
49016,1
49017,0
49018,1
49019,0
49020,0
49021,0
49022,0
49023,0
49024,0
49025,0
49026,1
49027,0
49028,0
49029,1
49030,0
49031,0
49032,1
49033,1
49034,0
49035,1
49036,0
49037,1
49038,0
49039,0
49040,1
49041,0
49042,0
49043,0
49044,1
49045,0
49046,0
49047,1
49048,1
49049,1
49050,0
49051,1
49052,0
49053,0
49054,0
49055,0
49056,0
49057,0
49058,0
49059,0
49060,0
49061,0
49062,1
49063,0
49064,1
49065,0
49066,0
49067,0
49068,0
49069,0
49070,0
49071,0
49072,1
49073,0
49074,1
49075,0
49076,1
49077,0
49078,0
49079,0
49080,0
49081,0
49082,0
49083,1
49084,1
49085,0
49086,0
49087,0
49088,0
49089,0
49090,1
49091,1
49092,1
49093,0
49094,1
49095,0
49096,0
49097,0
49098,0
49099,0
49100,0
49101,0
49102,0
49103,0
49104,0
49105,1
49106,0
49107,0
49108,1
49109,0
49110,0
49111,0
49112,1
49113,0
49114,0
49115,0
49116,0
49117,1
49118,0
49119,1
49120,0
49121,1
49122,0
49123,0
49124,0
49125,0
49126,1
49127,1
49128,0
49129,0
49130,0
49131,0
49132,0
49133,0
49134,0
49135,0
49136,0
49137,0
49138,0
49139,0
49140,0
49141,0
49142,1
49143,0
49144,0
49145,0
49146,0
49147,0
49148,0
49149,0
49150,1
49151,0
49152,0
49153,0
49154,1
49155,0
49156,0
49157,0
49158,1
49159,0
49160,0
49161,0
49162,0
49163,0
49164,0
49165,0
49166,0
49167,1
49168,0
49169,0
49170,0
49171,0
49172,0
49173,0
49174,0
49175,1
49176,1
49177,1
49178,0
49179,0
49180,0
49181,1
49182,1
49183,0
49184,0
49185,0
49186,1
49187,0
49188,0
49189,0
49190,1
49191,0
49192,0
49193,0
49194,0
49195,0
49196,0
49197,1
49198,0
49199,0
49200,0
49201,0
49202,1
49203,0
49204,0
49205,0
49206,0
49207,0
49208,0
49209,1
49210,0
49211,0
49212,0
49213,0
49214,0
49215,0
49216,1
49217,0
49218,0
49219,0
49220,0
49221,1
49222,0
49223,0
49224,0
49225,0
49226,0
49227,0
49228,0
49229,0
49230,1
49231,0
49232,0
49233,0
49234,0
49235,1
49236,1
49237,0
49238,0
49239,0
49240,0
49241,1
49242,0
49243,0
49244,1
49245,0
49246,0
49247,0
49248,0
49249,1
49250,1
49251,1
49252,0
49253,0
49254,1
49255,0
49256,0
49257,1
49258,0
49259,0
49260,0
49261,0
49262,1
49263,0
49264,0
49265,0
49266,1
49267,0
49268,1
49269,0
49270,0
49271,0
49272,0
49273,0
49274,0
49275,1
49276,0
49277,0
49278,0
49279,0
49280,0
49281,0
49282,0
49283,0
49284,0
49285,0
49286,0
49287,1
49288,0
49289,0
49290,0
49291,0
49292,0
49293,0
49294,0
49295,0
49296,1
49297,0
49298,0
49299,0
49300,0
49301,0
49302,0
49303,0
49304,0
49305,0
49306,0
49307,0
49308,1
49309,0
49310,0
49311,0
49312,0
49313,0
49314,1
49315,0
49316,1
49317,0
49318,0
49319,0
49320,0
49321,0
49322,1
49323,0
49324,0
49325,1
49326,0
49327,0
49328,0
49329,0
49330,0
49331,0
49332,0
49333,0
49334,0
49335,0
49336,0
49337,1
49338,0
49339,0
49340,1
49341,0
49342,0
49343,0
49344,0
49345,0
49346,0
49347,1
49348,1
49349,0
49350,0
49351,0
49352,0
49353,0
49354,0
49355,0
49356,1
49357,0
49358,0
49359,1
49360,0
49361,0
49362,0
49363,0
49364,0
49365,0
49366,0
49367,0
49368,0
49369,0
49370,0
49371,0
49372,0
49373,1
49374,1
49375,0
49376,0
49377,0
49378,0
49379,0
49380,0
49381,1
49382,0
49383,0
49384,0
49385,0
49386,1
49387,0
49388,1
49389,0
49390,0
49391,0
49392,0
49393,0
49394,0
49395,0
49396,0
49397,0
49398,1
49399,0
49400,0
49401,0
49402,0
49403,0
49404,1
49405,1
49406,0
49407,0
49408,0
49409,0
49410,0
49411,1
49412,0
49413,0
49414,1
49415,1
49416,0
49417,0
49418,0
49419,0
49420,1
49421,0
49422,0
49423,0
49424,0
49425,0
49426,0
49427,1
49428,1
49429,0
49430,0
49431,0
49432,0
49433,0
49434,0
49435,0
49436,1
49437,1
49438,0
49439,0
49440,0
49441,0
49442,0
49443,0
49444,0
49445,1
49446,0
49447,1
49448,1
49449,1
49450,0
49451,1
49452,1
49453,1
49454,1
49455,0
49456,0
49457,0
49458,0
49459,0
49460,0
49461,0
49462,0
49463,0
49464,0
49465,0
49466,0
49467,0
49468,1
49469,0
49470,1
49471,0
49472,0
49473,0
49474,1
49475,1
49476,0
49477,0
49478,0
49479,0
49480,0
49481,0
49482,0
49483,0
49484,0
49485,1
49486,1
49487,1
49488,0
49489,0
49490,0
49491,0
49492,0
49493,0
49494,0
49495,1
49496,0
49497,0
49498,1
49499,0
49500,0
49501,0
49502,0
49503,1
49504,1
49505,0
49506,0
49507,0
49508,0
49509,0
49510,0
49511,0
49512,0
49513,1
49514,0
49515,0
49516,0
49517,0
49518,0
49519,0
49520,0
49521,0
49522,0
49523,0
49524,0
49525,0
49526,0
49527,0
49528,0
49529,0
49530,0
49531,0
49532,0
49533,0
49534,0
49535,0
49536,0
49537,0
49538,1
49539,0
49540,0
49541,0
49542,1
49543,1
49544,0
49545,0
49546,1
49547,0
49548,0
49549,0
49550,1
49551,0
49552,0
49553,0
49554,0
49555,1
49556,1
49557,0
49558,0
49559,0
49560,0
49561,0
49562,0
49563,0
49564,0
49565,0
49566,0
49567,0
49568,0
49569,0
49570,1
49571,1
49572,0
49573,1
49574,0
49575,0
49576,1
49577,0
49578,1
49579,0
49580,1
49581,0
49582,0
49583,0
49584,0
49585,0
49586,0
49587,0
49588,0
49589,0
49590,0
49591,1
49592,0
49593,0
49594,0
49595,0
49596,1
49597,1
49598,0
49599,0
49600,0
49601,0
49602,0
49603,1
49604,0
49605,0
49606,0
49607,1
49608,0
49609,0
49610,0
49611,0
49612,0
49613,0
49614,0
49615,0
49616,0
49617,0
49618,0
49619,0
49620,0
49621,0
49622,0
49623,0
49624,1
49625,0
49626,0
49627,1
49628,0
49629,0
49630,0
49631,0
49632,0
49633,0
49634,0
49635,0
49636,0
49637,1
49638,0
49639,0
49640,0
49641,0
49642,0
49643,0
49644,0
49645,0
49646,0
49647,0
49648,0
49649,0
49650,1
49651,0
49652,0
49653,1
49654,0
49655,0
49656,0
49657,0
49658,0
49659,0
49660,0
49661,0
49662,0
49663,0
49664,0
49665,0
49666,1
49667,0
49668,0
49669,0
49670,0
49671,0
49672,1
49673,0
49674,1
49675,0
49676,1
49677,0
49678,0
49679,0
49680,0
49681,0
49682,1
49683,1
49684,0
49685,0
49686,0
49687,0
49688,0
49689,0
49690,0
49691,1
49692,0
49693,1
49694,0
49695,1
49696,0
49697,1
49698,0
49699,0
49700,1
49701,0
49702,0
49703,0
49704,1
49705,1
49706,0
49707,0
49708,0
49709,0
49710,0
49711,0
49712,1
49713,0
49714,1
49715,0
49716,0
49717,0
49718,0
49719,0
49720,0
49721,1
49722,0
49723,1
49724,0
49725,0
49726,1
49727,1
49728,0
49729,1
49730,0
49731,0
49732,0
49733,0
49734,0
49735,0
49736,0
49737,0
49738,0
49739,0
49740,1
49741,0
49742,1
49743,0
49744,1
49745,0
49746,0
49747,0
49748,1
49749,1
49750,0
49751,0
49752,0
49753,0
49754,1
49755,0
49756,0
49757,0
49758,1
49759,0
49760,0
49761,0
49762,0
49763,0
49764,1
49765,0
49766,0
49767,0
49768,1
49769,0
49770,0
49771,0
49772,1
49773,1
49774,0
49775,0
49776,1
49777,0
49778,0
49779,0
49780,1
49781,0
49782,0
49783,0
49784,1
49785,1
49786,0
49787,0
49788,0
49789,0
49790,0
49791,0
49792,0
49793,0
49794,0
49795,1
49796,0
49797,0
49798,0
49799,0
49800,0
49801,0
49802,0
49803,0
49804,0
49805,0
49806,0
49807,0
49808,0
49809,0
49810,0
49811,0
49812,0
49813,0
49814,0
49815,0
49816,0
49817,1
49818,1
49819,1
49820,0
49821,0
49822,1
49823,0
49824,0
49825,0
49826,0
49827,0
49828,0
49829,0
49830,1
49831,0
49832,1
49833,0
49834,1
49835,0
49836,0
49837,0
49838,0
49839,0
49840,0
49841,1
49842,0
49843,0
49844,0
49845,0
49846,0
49847,0
49848,0
49849,0
49850,0
49851,1
49852,1
49853,0
49854,0
49855,0
49856,0
49857,0
49858,0
49859,0
49860,0
49861,0
49862,0
49863,0
49864,0
49865,0
49866,0
49867,0
49868,0
49869,0
49870,0
49871,1
49872,0
49873,0
49874,0
49875,0
49876,0
49877,0
49878,0
49879,0
49880,0
49881,0
49882,0
49883,1
49884,0
49885,0
49886,0
49887,0
49888,0
49889,0
49890,0
49891,0
49892,0
49893,0
49894,0
49895,0
49896,0
49897,0
49898,0
49899,0
49900,1
49901,0
49902,0
49903,1
49904,0
49905,0
49906,0
49907,0
49908,1
49909,0
49910,0
49911,0
49912,0
49913,1
49914,1
49915,0
49916,0
49917,1
49918,0
49919,0
49920,1
49921,0
49922,0
49923,0
49924,0
49925,0
49926,1
49927,0
49928,0
49929,0
49930,0
49931,0
49932,0
49933,0
49934,0
49935,0
49936,0
49937,1
49938,0
49939,0
49940,0
49941,1
49942,0
49943,1
49944,1
49945,0
49946,0
49947,0
49948,0
49949,0
49950,0
49951,0
49952,0
49953,1
49954,0
49955,0
49956,0
49957,0
49958,0
49959,0
49960,0
49961,0
49962,0
49963,0
49964,1
49965,1
49966,0
49967,0
49968,0
49969,0
49970,0
49971,0
49972,1
49973,0
49974,0
49975,0
49976,0
49977,0
49978,1
49979,0
49980,0
49981,0
49982,0
49983,0
49984,0
49985,0
49986,0
49987,0
49988,0
49989,0
49990,1
49991,0
49992,0
49993,1
49994,0
49995,0
49996,0
49997,0
49998,0
49999,0
50000,0
50001,0
50002,0
50003,0
50004,0
50005,0
50006,0
50007,0
50008,0
50009,0
50010,1
50011,0
50012,1
50013,1
50014,0
50015,0
50016,0
50017,1
50018,0
50019,0
50020,0
50021,1
50022,0
50023,1
50024,0
50025,0
50026,0
50027,0
50028,0
50029,0
50030,0
50031,0
50032,0
50033,0
50034,0
50035,0
50036,0
50037,1
50038,0
50039,0
50040,0
50041,0
50042,0
50043,1
50044,0
50045,0
50046,1
50047,1
50048,0
50049,0
50050,0
50051,0
50052,0
50053,0
50054,0
50055,0
50056,1
50057,0
50058,1
50059,0
50060,0
50061,1
50062,1
50063,0
50064,0
50065,0
50066,0
50067,1
50068,0
50069,0
50070,0
50071,0
50072,0
50073,0
50074,1
50075,0
50076,0
50077,0
50078,0
50079,0
50080,1
50081,1
50082,0
50083,0
50084,0
50085,0
50086,0
50087,0
50088,0
50089,0
50090,0
50091,0
50092,0
50093,0
50094,0
50095,0
50096,0
50097,0
50098,1
50099,0
50100,1
50101,0
50102,0
50103,0
50104,0
50105,0
50106,1
50107,0
50108,0
50109,0
50110,0
50111,0
50112,1
50113,1
50114,0
50115,1
50116,0
50117,1
50118,0
50119,0
50120,0
50121,0
50122,0
50123,0
50124,0
50125,0
50126,0
50127,1
50128,0
50129,0
50130,0
50131,0
50132,0
50133,0
50134,1
50135,1
50136,1
50137,1
50138,0
50139,0
50140,1
50141,0
50142,0
50143,0
50144,1
50145,0
50146,1
50147,0
50148,0
50149,0
50150,0
50151,0
50152,0
50153,1
50154,0
50155,0
50156,0
50157,0
50158,1
50159,1
50160,1
50161,0
50162,0
50163,0
50164,0
50165,0
50166,1
50167,0
50168,0
50169,1
50170,0
50171,0
50172,0
50173,0
50174,1
50175,0
50176,0
50177,0
50178,1
50179,0
50180,0
50181,0
50182,0
50183,0
50184,0
50185,0
50186,0
50187,0
50188,0
50189,0
50190,0
50191,1
50192,0
50193,0
50194,1
50195,0
50196,0
50197,0
50198,0
50199,0
50200,1
50201,0
50202,1
50203,0
50204,1
50205,0
50206,0
50207,0
50208,0
50209,1
50210,0
50211,0
50212,1
50213,1
50214,0
50215,0
50216,0
50217,0
50218,0
50219,0
50220,0
50221,1
50222,1
50223,0
50224,0
50225,0
50226,0
50227,0
50228,0
50229,0
50230,0
50231,0
50232,0
50233,0
50234,0
50235,0
50236,0
50237,0
50238,0
50239,0
50240,1
50241,0
50242,0
50243,0
50244,0
50245,1
50246,1
50247,0
50248,1
50249,1
50250,0
50251,0
50252,0
50253,0
50254,0
50255,0
50256,0
50257,0
50258,0
50259,1
50260,0
50261,1
50262,0
50263,0
50264,1
50265,0
50266,0
50267,0
50268,1
50269,0
50270,0
50271,0
50272,0
50273,0
50274,0
50275,0
50276,0
50277,0
50278,1
50279,0
50280,0
50281,0
50282,0
50283,0
50284,1
50285,0
50286,0
50287,0
50288,0
50289,0
50290,0
50291,0
50292,0
50293,0
50294,0
50295,0
50296,0
50297,0
50298,0
50299,1
50300,1
50301,0
50302,0
50303,1
50304,0
50305,0
50306,0
50307,0
50308,1
50309,0
50310,0
50311,0
50312,0
50313,0
50314,0
50315,0
50316,0
50317,1
50318,0
50319,1
50320,0
50321,0
50322,0
50323,0
50324,1
50325,0
50326,0
50327,0
50328,0
50329,0
50330,0
50331,1
50332,0
50333,1
50334,0
50335,0
50336,0
50337,0
50338,1
50339,1
50340,0
50341,0
50342,0
50343,0
50344,0
50345,0
50346,0
50347,0
50348,0
50349,1
50350,1
50351,0
50352,0
50353,0
50354,0
50355,0
50356,0
50357,0
50358,0
50359,0
50360,0
50361,1
50362,1
50363,0
50364,0
50365,1
50366,0
50367,0
50368,0
50369,1
50370,0
50371,0
50372,0
50373,0
50374,0
50375,0
50376,0
50377,0
50378,0
50379,0
50380,0
50381,0
50382,0
50383,0
50384,0
50385,1
50386,0
50387,0
50388,0
50389,0
50390,1
50391,1
50392,0
50393,1
50394,0
50395,0
50396,0
50397,1
50398,0
50399,1
50400,0
50401,0
50402,0
50403,1
50404,0
50405,0
50406,0
50407,0
50408,0
50409,0
50410,0
50411,1
50412,0
50413,0
50414,0
50415,0
50416,1
50417,1
50418,0
50419,0
50420,0
50421,1
50422,0
50423,0
50424,0
50425,0
50426,0
50427,1
50428,0
50429,1
50430,0
50431,0
50432,0
50433,0
50434,0
50435,1
50436,0
50437,0
50438,0
50439,0
50440,1
50441,0
50442,1
50443,0
50444,0
50445,0
50446,0
50447,1
50448,1
50449,0
50450,0
50451,0
50452,0
50453,0
50454,1
50455,0
50456,0
50457,0
50458,0
50459,0
50460,0
50461,1
50462,0
50463,1
50464,0
50465,0
50466,0
50467,0
50468,1
50469,0
50470,0
50471,0
50472,0
50473,0
50474,0
50475,0
50476,0
50477,0
50478,0
50479,0
50480,0
50481,1
50482,0
50483,0
50484,0
50485,0
50486,0
50487,0
50488,0
50489,0
50490,0
50491,0
50492,0
50493,1
50494,0
50495,0
50496,0
50497,1
50498,1
50499,0
50500,0
50501,0
50502,0
50503,0
50504,0
50505,0
50506,0
50507,0
50508,1
50509,0
50510,0
50511,0
50512,0
50513,0
50514,0
50515,0
50516,0
50517,1
50518,0
50519,0
50520,1
50521,0
50522,0
50523,1
50524,0
50525,0
50526,0
50527,0
50528,0
50529,1
50530,1
50531,1
50532,0
50533,0
50534,0
50535,0
50536,0
50537,1
50538,0
50539,0
50540,0
50541,0
50542,0
50543,0
50544,0
50545,0
50546,0
50547,0
50548,0
50549,1
50550,0
50551,0
50552,0
50553,1
50554,0
50555,0
50556,0
50557,0
50558,0
50559,0
50560,0
50561,0
50562,0
50563,0
50564,0
50565,0
50566,1
50567,1
50568,0
50569,0
50570,0
50571,0
50572,0
50573,1
50574,0
50575,0
50576,0
50577,0
50578,0
50579,1
50580,0
50581,0
50582,0
50583,0
50584,0
50585,0
50586,0
50587,0
50588,0
50589,1
50590,0
50591,0
50592,0
50593,0
50594,0
50595,0
50596,0
50597,0
50598,0
50599,0
50600,1
50601,0
50602,0
50603,0
50604,0
50605,1
50606,0
50607,1
50608,0
50609,1
50610,0
50611,0
50612,0
50613,0
50614,1
50615,0
50616,0
50617,0
50618,0
50619,0
50620,0
50621,0
50622,0
50623,0
50624,0
50625,0
50626,0
50627,0
50628,1
50629,0
50630,1
50631,1
50632,0
50633,0
50634,0
50635,0
50636,1
50637,0
50638,1
50639,0
50640,1
50641,0
50642,0
50643,0
50644,0
50645,0
50646,0
50647,0
50648,0
50649,0
50650,0
50651,0
50652,0
50653,0
50654,0
50655,0
50656,0
